,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region,KPR,KPR_Variance
10317,Hypathor,1,0,Sova,15,13,6,4,1,0,241.42,vct-challengers,SEA,0.79,0.59
10318,GGHuiii,1,0,Jett,26,12,2,6,3,1,342.21,vct-challengers,SEA,1.37,1.29
10319,CHIMEI,1,0,Sage,18,11,2,0,1,0,239.79,vct-challengers,SEA,0.95,1.21
10340,YanLi,1,0,Breach,10,14,9,0,1,1,124.9,vct-challengers,SEA,0.48,0.34
10341,XyuS,1,0,Jett,14,14,6,4,3,0,213.33,vct-challengers,SEA,0.67,1.08
10342,W1nner,1,0,Viper,23,15,10,2,3,0,299.1,vct-challengers,SEA,1.1,0.85
10343,ChiaWei,1,0,Skye,12,14,11,3,2,0,157.62,vct-challengers,SEA,0.57,0.34
10344,Ra1ny,1,0,Brimstone,20,12,13,2,1,0,262.43,vct-challengers,SEA,0.95,1.09
10380,adrnking,0,1,KAY/O,20,17,12,1,0,0,204.04,vct-challengers,SEA,0.87,0.81
10382,asteriskk,0,1,Omen,9,19,12,2,4,0,120.87,vct-challengers,SEA,0.39,0.41
10383,Kush,0,1,Sova,12,18,7,0,0,0,172.78,vct-challengers,SEA,0.52,0.68
10385,BerserX PRE,1,0,KAY/O,20,16,6,2,0,1,240.7,vct-challengers,SEA,0.87,1.16
10386,famouz,1,0,Jett,30,17,3,7,4,0,361.26,vct-challengers,SEA,1.3,1.43
10387,severiNe,1,0,Killjoy,7,13,6,0,2,1,104.17,vct-challengers,SEA,0.3,0.21
10388,blaZek1ngg,1,0,Omen,20,14,12,3,2,1,231.52,vct-international,SEA,0.87,0.72
10389,Shiro,1,0,Sova,14,13,9,2,1,0,186.57,vct-challengers,SEA,0.61,0.59
10397,ZYND,0,1,Killjoy,6,15,3,0,2,0,135.87,vct-challengers,SEA,0.4,0.37
10398,PatMen,0,1,Skye,9,13,3,2,1,0,159.2,vct-challengers,SEA,0.6,0.77
10400,hvoya,1,0,Skye,25,9,8,1,0,0,314.15,vct-challengers,INTL,1.25,1.49
10401,flabben,1,0,Jett,24,10,3,5,1,0,342.4,vct-challengers,INTL,1.2,0.86
10402,Deadly10,1,0,Killjoy,13,12,6,4,3,0,184.5,vct-challengers,INTL,0.65,0.73
10404,Harshhh,1,0,Viper,12,11,6,2,2,0,172.2,vct-challengers,INTL,0.6,0.44
10410,b3ta,0,1,Astra,21,18,8,2,0,1,258.27,vct-challengers,SEA,0.95,1.59
10411,kongared,0,1,Skye,10,15,4,0,4,1,137.77,vct-challengers,SEA,0.45,0.43
10412,AloNeFillz,0,1,Sova,9,20,7,1,0,0,147.59,vct-challengers,SEA,0.41,0.24
10413,Kadoom,0,1,Jett,14,17,3,4,9,0,201.05,vct-challengers,SEA,0.64,0.87
10414,PTC,0,1,Killjoy,16,17,5,0,2,0,213.59,vct-international,SEA,0.73,0.74
10415,Flukyy3,1,0,Astra,12,17,9,3,1,0,151.95,vct-international,SEA,0.55,0.79
10416,theelovefam,1,0,Killjoy,23,10,4,2,0,1,276.36,vct-international,SEA,1.05,0.86
10417,killua,1,0,Sova,11,12,9,0,2,1,133.36,vct-international,SEA,0.5,0.43
10418,JohnOlsen,1,0,Jett,23,15,5,6,3,0,291.73,vct-international,SEA,1.05,0.86
10419,Apinya ,1,0,Breach,18,16,17,4,1,0,246.14,vct-international,SEA,0.82,0.69
10421,v1c,0,1,Omen,13,18,14,0,2,1,182.14,vct-challengers,NA,0.59,0.51
10422,moose,0,1,Cypher,22,17,5,1,1,0,262.27,vct-international,NA,1.0,1.09
10423,bdog,0,1,Jett,9,17,2,2,5,0,114.09,vct-challengers,NA,0.41,0.51
10424,mada,0,1,KAY/O,10,18,14,0,2,0,155.45,vct-challengers,NA,0.45,0.61
10425,Zander,1,0,Omen,11,14,19,2,0,0,168.45,vct-challengers,NA,0.5,0.61
10426,koalanoob,1,0,Jett,26,16,4,8,7,1,342.95,vct-challengers,NA,1.18,1.6
10427,eeiu,1,0,Fade,18,12,8,1,1,1,188.73,vct-international,NA,0.82,0.6
10428,NiSMO,1,0,KAY/O,15,15,13,3,0,0,222.23,vct-challengers,NA,0.68,0.49
10429,johnqt,1,0,Breach,17,13,10,0,0,0,193.91,vct-international,NA,0.77,0.9
10455,tinchoff,0,1,Killjoy,6,14,7,1,1,0,140.24,vct-challengers,LAS,0.35,0.35
10456,Cebando,0,1,Omen,14,14,5,3,2,1,232.35,vct-challengers,LAS,0.82,0.97
10457,NicoMachine,0,1,Raze,11,12,3,3,3,0,194.71,vct-challengers,LAS,0.65,0.7
10475,b3ta,1,0,Brimstone,11,7,15,1,1,0,202.29,vct-challengers,SEA,0.65,0.82
10476,kongared,1,0,Breach,17,6,9,2,0,0,255.12,vct-challengers,SEA,1.0,1.41
10477,AloNeFillz,1,0,Sage,9,10,8,2,0,0,144.82,vct-challengers,SEA,0.53,0.37
10478,Kadoom,1,0,Raze,23,12,7,5,3,0,422.59,vct-challengers,SEA,1.35,1.4
10479,PTC,1,0,Cypher,12,8,3,2,1,0,191.12,vct-international,SEA,0.71,0.8
10500,hvoya,0,1,Sova,15,15,7,0,1,0,189.59,vct-challengers,INTL,0.68,0.94
10502,flabben,0,1,Jett,14,17,3,5,4,1,193.64,vct-challengers,INTL,0.64,0.32
10503,Deadly10,0,1,KAY/O,13,17,7,3,2,0,183.32,vct-challengers,INTL,0.59,0.61
10504,Harshhh,0,1,Viper,16,16,4,3,3,2,202.0,vct-challengers,INTL,0.73,0.83
10525,Deathmaker,1,0,Jett,21,22,5,6,5,0,234.54,vct-challengers,INTL,0.81,0.54
10526,Hellff,1,0,Astra,15,19,8,1,2,1,174.42,vct-challengers,INTL,0.58,0.4
10550,Paradox ,1,0,Raze,17,7,3,4,1,1,314.07,vct-challengers,INTL,1.21,1.6
10555,Whimp,0,1,Viper,9,11,2,1,0,0,192.57,vct-challengers,INTL,0.64,0.37
10556,Techno,0,1,Skye,5,14,5,0,0,0,108.36,vct-challengers,INTL,0.36,0.37
10559,Kaizen1,0,1,Raze,4,14,3,0,4,0,102.5,vct-challengers,INTL,0.29,0.2
10575,Oxy,1,0,Jett,38,22,5,10,5,1,386.39,vct-international,NA,1.36,1.52
10577,dapr,1,0,Killjoy,21,14,6,2,1,0,217.96,vct-international,NA,0.75,0.9
10582,BanhMj,0,1,Killjoy,10,17,3,3,3,0,182.84,vct-challengers,VN,0.53,0.35
10600,Hypathor,1,0,Breach,9,6,8,2,2,1,164.33,vct-challengers,SEA,0.6,0.91
10601,CHIMEI,1,0,Killjoy,13,7,0,0,0,0,198.4,vct-challengers,SEA,0.87,1.05
10602,Kiuuuu,1,0,Omen,16,8,6,2,0,1,254.73,vct-challengers,SEA,1.07,0.86
10603,coconut,1,0,Sova,10,10,7,3,0,0,200.4,vct-challengers,SEA,0.67,0.36
10604,GGHuiii,1,0,Jett,22,10,5,5,1,1,424.8,vct-challengers,SEA,1.47,1.58
10627,BanhMj,1,0,Cypher,15,14,7,2,4,0,190.43,vct-challengers,VN,0.65,0.75
10635,Xdll,1,0,Sage,23,15,2,4,2,0,256.0,vct-international,JP,1.0,1.3
10636,SyouTa ,1,0,Astra,18,13,9,1,0,0,208.57,vct-challengers,JP,0.78,1.13
10637,JoxJo,1,0,Breach,5,17,15,2,2,0,93.39,vct-international,JP,0.22,0.17
10638,hiroronn,1,0,Cypher,15,16,5,4,3,0,176.96,vct-international,JP,0.65,0.84
10639,CLZ,1,0,Raze,19,15,3,3,2,1,229.57,vct-challengers,JP,0.83,0.84
10645,Kiuuuu,1,0,Omen,21,12,14,5,3,0,254.04,vct-challengers,SEA,0.91,1.47
10646,coconut,1,0,Sova,17,16,4,2,0,1,202.57,vct-challengers,SEA,0.74,1.32
10647,GGHuiii,1,0,Jett,15,16,2,3,2,0,178.17,vct-challengers,SEA,0.65,0.57
10648,Hypathor,1,0,Breach,12,14,9,1,2,0,170.35,vct-challengers,SEA,0.52,0.68
10649,CHIMEI,1,0,Killjoy,13,15,4,1,3,0,173.74,vct-challengers,SEA,0.57,0.59
10665,dapr,1,0,Cypher,17,16,7,3,4,0,189.79,vct-international,NA,0.71,0.54
10668,Oxy,1,0,Jett,28,17,2,2,4,1,299.5,vct-international,NA,1.17,1.64
10670,ZYND,0,1,Killjoy,14,16,2,1,2,1,174.88,vct-challengers,SEA,0.58,0.91
10672,PatMen,0,1,Fade,14,17,7,3,2,0,164.92,vct-challengers,SEA,0.58,0.49
10680,Xdll,1,0,Sage,16,16,8,0,4,0,176.75,vct-international,JP,0.67,0.81
10681,SyouTa ,1,0,Astra,26,10,7,4,0,1,286.08,vct-challengers,JP,1.08,0.91
10682,JoxJo,1,0,Breach,8,17,11,0,3,0,99.88,vct-international,JP,0.33,0.31
10683,hiroronn,1,0,Cypher,26,12,6,6,3,1,293.83,vct-international,JP,1.08,1.24
10684,CLZ,1,0,Raze,13,19,9,4,0,0,187.62,vct-challengers,JP,0.54,0.58
10695,tinchoff,0,1,Killjoy,12,15,2,1,1,0,209.07,vct-challengers,LAS,0.8,0.56
10696,NicoMachine,0,1,Raze,13,15,3,3,3,0,273.0,vct-challengers,LAS,0.87,0.78
10697,Cebando,0,1,Omen,7,14,5,1,0,0,151.53,vct-challengers,LAS,0.47,0.38
10700,Wild0reoo,1,0,Breach,15,4,9,2,1,0,292.69,vct-international,SEA,1.15,1.36
10701,Nexi,1,0,Killjoy,13,3,0,1,0,0,240.54,vct-international,SEA,1.0,1.54
10702,Marky3,1,0,Omen,11,5,11,1,0,0,261.46,vct-challengers,SEA,0.85,1.05
10703,Georggyyy,1,0,Skye,13,7,7,1,1,0,273.62,vct-challengers,SEA,1.0,1.23
10704,xavi8k,1,0,Raze,14,7,6,5,1,0,295.46,vct-challengers,SEA,1.08,1.3
10706,PatMen,0,1,Neon,4,13,1,2,6,0,118.62,vct-challengers,SEA,0.31,0.21
10707,ZYND,0,1,Sage,4,13,4,1,1,0,109.92,vct-challengers,SEA,0.31,0.21
10720,BandiCoot,1,0,Omen,14,12,16,0,1,1,200.81,vct-challengers,LATAM,0.67,0.7
10722,Jowzera,1,0,Viper,21,17,10,6,3,1,295.05,vct-challengers,LATAM,1.0,1.33
10723,jfoeN,1,0,Skye,18,12,12,1,2,1,220.48,vct-challengers,LATAM,0.86,1.17
10724,Feniz,1,0,Gekko,13,15,8,3,1,0,194.43,vct-challengers,LATAM,0.62,0.52
10740,SyouTa ,0,1,Astra,11,20,9,1,1,0,140.25,vct-challengers,JP,0.46,0.58
10741,Xdll,0,1,Sage,21,20,9,4,0,0,262.5,vct-international,JP,0.88,0.94
10742,JoxJo,0,1,Breach,15,18,12,0,4,2,191.25,vct-international,JP,0.62,0.57
10743,CLZ,0,1,Raze,26,20,3,5,4,0,322.21,vct-challengers,JP,1.08,0.83
10744,hiroronn,0,1,Cypher,15,18,7,3,2,0,179.96,vct-international,JP,0.62,0.65
10750,Nexi,0,1,Killjoy,17,18,8,1,3,0,209.58,vct-international,SEA,0.65,0.61
10751,Georggyyy,0,1,Phoenix,16,21,9,0,6,2,185.19,vct-challengers,SEA,0.62,0.7
10752,Wild0reoo,0,1,Skye,7,21,8,0,4,0,90.54,vct-international,SEA,0.27,0.43
10753,xavi8k,0,1,Sage,30,19,9,5,3,0,331.35,vct-challengers,SEA,1.15,1.28
10754,Marky3,0,1,Astra,18,19,14,2,2,0,210.5,vct-challengers,SEA,0.69,0.67
10775,b3ta,1,0,Astra,12,16,8,1,4,0,163.81,vct-challengers,SEA,0.57,0.63
10776,kongared,1,0,Breach,11,13,6,1,2,0,136.95,vct-challengers,SEA,0.52,0.44
10777,AloNeFillz,1,0,Sova,15,14,7,0,1,1,198.95,vct-challengers,SEA,0.71,0.68
10778,Kadoom,1,0,Jett,24,17,5,5,4,0,336.05,vct-challengers,SEA,1.14,1.55
10779,PTC,1,0,Killjoy,18,11,4,2,1,2,226.33,vct-international,SEA,0.86,0.6
10780,Hellff,0,1,Omen,8,15,9,1,1,0,139.67,vct-challengers,INTL,0.44,0.36
10783,Deathmaker,0,1,Jett,11,17,3,4,2,0,194.78,vct-challengers,INTL,0.61,0.79
10789,Paradox ,1,0,Raze,27,12,4,7,4,1,390.67,vct-challengers,INTL,1.5,1.92
10795,Flukyy3,0,1,Omen,8,18,19,2,4,0,128.38,vct-international,SEA,0.33,0.31
10796,theelovefam,0,1,Viper,10,18,4,1,2,0,116.42,vct-international,SEA,0.42,0.41
10797,killua,0,1,Sova,13,17,3,3,0,1,150.75,vct-international,SEA,0.54,0.58
10798,JohnOlsen,0,1,Jett,28,20,6,5,2,0,348.46,vct-international,SEA,1.17,0.81
10799,Apinya ,0,1,KAY/O,23,17,12,2,3,0,267.92,vct-international,SEA,0.96,0.96
10800,Nexi,1,0,Killjoy,17,11,1,1,2,1,265.39,vct-international,SEA,0.94,0.83
10801,Wild0reoo,1,0,Sova,18,9,5,2,0,1,269.83,vct-international,SEA,1.0,0.56
10802,Georggyyy,1,0,Jett,18,13,2,3,6,1,262.39,vct-challengers,SEA,1.0,1.78
10803,xavi8k,1,0,Breach,12,10,10,0,2,0,188.83,vct-challengers,SEA,0.67,0.78
10804,Drax,1,0,Omen,10,10,7,1,1,1,154.89,vct-challengers,SEA,0.56,0.36
10816,PxS,0,1,Jett,10,13,4,4,4,0,174.78,vct-challengers,LATAM,0.56,0.58
10840,caydeN,1,0,Fade,15,12,6,0,1,0,163.19,vct-challengers,EMEA,0.71,0.59
10841,Tag,1,0,Breach,20,15,11,2,0,1,266.29,vct-challengers,EMEA,0.95,1.19
10842,WACKIE,1,0,Killjoy,11,14,4,1,4,0,164.9,vct-challengers,EMEA,0.52,0.44
10843,xazyyyy,1,0,Astra,10,11,11,2,0,0,149.76,vct-challengers,EMEA,0.48,0.63
10844,feqew,1,0,Jett,24,13,6,8,3,0,333.1,vct-international,EMEA,1.14,0.88
10867,BanhMj,0,1,Phoenix,6,16,5,2,2,0,150.69,vct-challengers,VN,0.38,0.36
10880,Kiuuuu,0,1,Omen,26,14,4,5,0,1,329.41,vct-challengers,SEA,1.18,1.33
10881,coconut,0,1,Neon,7,16,4,1,7,0,92.32,vct-challengers,SEA,0.32,0.31
10882,Hypathor,0,1,Sova,9,17,7,2,1,0,157.45,vct-challengers,SEA,0.41,0.33
10883,GGHuiii,0,1,Chamber,14,14,1,2,4,0,154.86,vct-challengers,SEA,0.64,0.41
10884,CHIMEI,0,1,Skye,10,15,9,0,0,0,149.55,vct-challengers,SEA,0.45,0.43
10905,Whimp,1,0,Killjoy,17,12,5,4,2,2,272.5,vct-challengers,INTL,0.94,1.83
10908,Techno,1,0,Fade,8,12,7,0,1,0,143.33,vct-challengers,INTL,0.44,0.91
10909,Kaizen1,1,0,Jett,13,10,6,2,3,0,217.06,vct-challengers,INTL,0.72,0.98
10945,Oxy,0,1,Raze,18,17,7,6,6,0,291.05,vct-international,NA,0.95,1.1
10947,dapr,0,1,Cypher,8,17,3,2,2,0,124.11,vct-international,NA,0.42,0.45
10965,Cebando,1,0,Omen,13,14,9,0,4,0,191.11,vct-challengers,LAS,0.68,0.85
10967,tinchoff,1,0,Killjoy,26,11,4,1,0,2,370.26,vct-challengers,LAS,1.37,1.5
10968,NicoMachine,1,0,Raze,18,14,5,2,5,0,298.0,vct-challengers,LAS,0.95,0.68
11025,Shiro,0,1,Sova,8,16,7,2,0,0,155.45,vct-challengers,SEA,0.4,0.64
11026,blaZek1ngg,0,1,Omen,12,13,13,2,2,0,167.95,vct-international,SEA,0.6,0.54
11027,severiNe,0,1,Killjoy,16,19,1,4,1,0,253.1,vct-challengers,SEA,0.8,0.66
11028,famouz,0,1,Jett,19,13,7,4,2,1,268.7,vct-challengers,SEA,0.95,1.45
11029,BerserX PRE,0,1,KAY/O,13,14,12,1,2,0,207.75,vct-challengers,SEA,0.65,0.73
11036,Feniz,0,1,Killjoy,14,20,6,1,1,0,174.17,vct-challengers,LATAM,0.58,0.41
11037,BandiCoot,0,1,Omen,21,15,8,0,3,1,246.75,vct-challengers,LATAM,0.88,0.86
11038,jfoeN,0,1,Breach,16,18,13,1,3,0,193.0,vct-challengers,LATAM,0.67,0.72
11039,Jowzera,0,1,Sova,25,19,3,4,0,0,279.29,vct-challengers,LATAM,1.04,0.96
11040,YESicaN,1,0,Astra,9,12,6,1,2,1,128.74,vct-challengers,VN,0.47,0.57
11041,f1cio,1,0,Viper,16,10,13,4,0,0,277.26,vct-challengers,VN,0.84,1.29
11042,gin,1,0,Killjoy,15,14,6,2,0,1,217.53,vct-challengers,VN,0.79,0.48
11043,WUKONG,1,0,Skye,18,12,10,4,1,0,265.68,vct-challengers,VN,0.95,0.68
11044,n1zzy,1,0,Fade,16,10,9,3,2,0,227.89,vct-challengers,VN,0.84,0.76
11075,Cebando,0,1,Astra,13,17,7,1,3,0,150.08,vct-challengers,LAS,0.54,0.5
11076,NicoMachine,0,1,Jett,20,18,3,4,3,0,244.75,vct-challengers,LAS,0.83,0.97
11078,tinchoff,0,1,Cypher,11,14,4,0,1,1,105.17,vct-challengers,LAS,0.46,0.66
11080,Wild0reoo,1,0,Astra,23,11,13,3,1,1,281.3,vct-international,SEA,1.0,1.22
11081,Nexi,1,0,Killjoy,12,15,3,3,2,0,141.48,vct-international,SEA,0.52,0.6
11082,xavi8k,1,0,KAY/O,12,13,19,0,1,0,163.65,vct-challengers,SEA,0.52,0.34
11083,Georggyyy,1,0,Jett,18,20,3,7,4,0,236.26,vct-challengers,SEA,0.78,0.6
11084,Marky3,1,0,Sova,19,12,4,1,1,1,212.65,vct-challengers,SEA,0.83,1.19
11100,Feniz,0,1,Killjoy,10,14,1,1,2,0,193.2,vct-challengers,LATAM,0.67,0.49
11101,jfoeN,0,1,Skye,5,14,9,0,1,0,124.6,vct-challengers,LATAM,0.33,0.22
11102,BandiCoot,0,1,Omen,10,14,5,0,0,1,180.07,vct-challengers,LATAM,0.67,0.62
11103,Jowzera,0,1,Viper,5,15,2,0,1,0,104.13,vct-challengers,LATAM,0.33,0.36
11120,mada,0,1,Neon,18,24,8,7,8,2,195.93,vct-challengers,NA,0.6,0.97
11121,bdog,0,1,Brimstone,19,23,19,0,3,1,191.57,vct-challengers,NA,0.63,0.43
11122,moose,0,1,Cypher,26,22,12,2,2,0,266.4,vct-international,NA,0.87,1.05
11123,v1c,0,1,Breach,25,20,11,3,0,2,222.37,vct-challengers,NA,0.83,0.87
11124,dazzle,0,1,Skye,15,24,13,2,3,0,149.97,vct-challengers,NA,0.5,0.38
11165,YESicaN,0,1,Skye,12,16,8,2,1,0,174.7,vct-challengers,VN,0.6,0.64
11166,f1cio,0,1,Viper,11,15,10,0,1,0,164.95,vct-challengers,VN,0.55,0.45
11167,gin,0,1,Astra,17,16,12,5,2,0,254.2,vct-challengers,VN,0.85,0.63
11168,Hyzee,0,1,Gekko,15,17,3,3,4,0,220.65,vct-challengers,VN,0.75,0.59
11169,n1zzy,0,1,Killjoy,11,15,1,1,1,0,159.3,vct-challengers,VN,0.55,0.45
11225,Nexi,1,0,Killjoy,16,14,2,1,0,1,192.78,vct-international,SEA,0.7,0.56
11226,Georggyyy,1,0,Skye,17,17,8,3,8,0,218.39,vct-challengers,SEA,0.74,0.89
11227,Marky3,1,0,Omen,18,14,7,0,4,0,194.96,vct-challengers,SEA,0.78,1.21
11228,Wild0reoo,1,0,Breach,20,16,7,1,1,0,238.57,vct-international,SEA,0.87,1.16
11229,xavi8k,1,0,Raze,16,16,7,3,2,0,222.3,vct-challengers,SEA,0.7,0.47
11267,TwoPotz,1,0,Omen,9,12,12,4,1,0,158.61,vct-challengers,LATAM,0.5,0.47
11269,PxS,1,0,Killjoy,17,8,1,2,0,1,256.22,vct-challengers,LATAM,0.94,0.83
11285,Shiro,1,0,Sova,12,10,13,1,2,0,212.11,vct-challengers,SEA,0.67,0.67
11286,famouz,1,0,Jett,23,10,4,4,0,0,334.17,vct-challengers,SEA,1.28,0.98
11287,Cud,1,0,Killjoy,5,12,5,0,4,0,97.89,vct-challengers,SEA,0.28,0.87
11288,severiNe,1,0,KAY/O,23,8,11,2,1,0,357.28,vct-challengers,SEA,1.28,1.65
11289,blaZek1ngg,1,0,Astra,12,13,5,2,2,0,172.89,vct-international,SEA,0.67,0.56
11290,PinOcChiOs,0,1,Skye,10,17,3,1,2,0,164.95,vct-challengers,SEA,0.53,0.46
11291,Changeeee,0,1,Jett,10,19,3,3,2,0,164.0,vct-challengers,SEA,0.53,0.67
11293,Acetics,0,1,Raze,10,16,3,2,4,1,173.89,vct-challengers,SEA,0.53,0.57
11294,Chainyyy,0,1,Viper,12,15,5,2,1,1,166.37,vct-challengers,SEA,0.63,0.34
11295,b3ta,1,0,Astra,17,9,8,1,4,1,221.63,vct-challengers,SEA,0.89,0.83
11296,AloNeFillz,1,0,KAY/O,12,11,7,0,3,0,180.89,vct-challengers,SEA,0.63,0.76
11297,Kadoom,1,0,Raze,22,13,8,5,0,0,331.21,vct-challengers,SEA,1.16,0.87
11298,kongared,1,0,Skye,15,10,7,0,1,1,221.16,vct-challengers,SEA,0.79,1.01
11299,PTC,1,0,Viper,18,11,8,3,2,0,256.32,vct-international,SEA,0.95,0.58
11300,Whimp,0,1,Killjoy,8,16,3,1,2,0,135.11,vct-challengers,INTL,0.42,0.35
11301,Kaizen1,0,1,Jett,8,18,0,2,6,0,137.21,vct-challengers,INTL,0.42,0.35
11303,Techno,0,1,Fade,8,16,3,2,1,1,117.42,vct-challengers,INTL,0.42,0.35
11305,Hellff,1,0,Astra,10,11,10,1,1,0,169.63,vct-challengers,INTL,0.53,0.46
11315,blaZek1ngg,1,0,Astra,18,9,9,2,1,0,262.67,vct-international,SEA,1.0,1.11
11316,Cud,1,0,Killjoy,15,7,3,2,1,2,220.06,vct-challengers,SEA,0.83,1.03
11317,famouz,1,0,Jett,18,7,5,5,2,0,282.39,vct-challengers,SEA,1.0,1.11
11318,Shiro,1,0,Sova,15,10,10,2,0,0,262.39,vct-challengers,SEA,0.83,0.58
11319,severiNe,1,0,KAY/O,8,9,11,1,2,0,113.56,vct-challengers,SEA,0.44,0.36
11380,b3ta,1,0,Brimstone,25,10,8,1,1,2,333.52,vct-challengers,SEA,1.19,1.2
11381,kongared,1,0,Breach,7,14,9,0,0,0,109.71,vct-challengers,SEA,0.33,0.41
11382,AloNeFillz,1,0,Raze,18,15,4,4,1,0,249.71,vct-challengers,SEA,0.86,0.98
11383,Kadoom,1,0,Jett,20,15,8,7,4,0,290.33,vct-challengers,SEA,0.95,0.71
11384,PTC,1,0,Cypher,10,14,2,0,3,1,122.76,vct-international,SEA,0.48,0.73
11385,Flukyy3,0,1,Raze,14,16,3,4,4,0,194.14,vct-international,SEA,0.67,0.7
11386,theelovefam,0,1,Brimstone,12,16,10,1,1,0,198.52,vct-international,SEA,0.57,0.44
11388,JohnOlsen,0,1,Cypher,10,15,2,0,4,1,135.19,vct-international,SEA,0.48,0.73
11389,Apinya ,0,1,Breach,21,15,5,3,1,0,274.29,vct-international,SEA,1.0,1.24
11391,Paradox ,0,1,Raze,6,16,0,1,6,0,109.11,vct-challengers,INTL,0.33,0.44
11395,Harshhh,1,0,Breach,15,10,14,1,0,0,224.67,vct-challengers,INTL,0.83,0.81
11396,Deadly10,1,0,Jett,16,9,2,7,2,1,216.0,vct-challengers,INTL,0.89,0.65
11397,hvoya,1,0,Killjoy,17,10,0,2,1,0,252.89,vct-challengers,INTL,0.94,0.94
11399,flabben,1,0,Brimstone,18,8,8,3,0,1,278.22,vct-challengers,INTL,1.0,0.56
11402,PxS,1,0,Jett,20,17,3,10,4,1,243.54,vct-challengers,LATAM,0.83,0.72
11415,Drax,0,1,Breach,10,18,9,0,2,0,157.59,vct-challengers,SEA,0.45,0.43
11416,Georggyyy,0,1,Neon,17,17,4,4,5,0,244.68,vct-challengers,SEA,0.77,1.36
11417,Wild0reoo,0,1,Harbor,21,13,11,1,0,1,275.45,vct-international,SEA,0.95,0.77
11418,Nexi,0,1,Killjoy,14,18,8,2,3,0,209.23,vct-international,SEA,0.64,0.78
11419,xavi8k,0,1,Sage,18,17,6,2,3,0,221.09,vct-challengers,SEA,0.82,0.97
11420,flabben,0,1,Omen,18,18,6,2,3,1,219.92,vct-challengers,INTL,0.75,1.69
11421,Deadly10,0,1,Killjoy,14,18,3,0,6,0,164.5,vct-challengers,INTL,0.58,0.91
11422,hvoya,0,1,Sage,24,21,4,4,4,0,284.0,vct-challengers,INTL,1.0,1.42
11424,Harshhh,0,1,Sova,16,20,5,0,2,0,208.46,vct-challengers,INTL,0.67,0.89
11457,BanhMj,0,1,Phoenix,23,19,9,2,1,0,290.82,vct-challengers,VN,1.05,1.04
11522,BanhMj,0,1,Cypher,3,14,5,0,1,0,106.21,vct-challengers,VN,0.21,0.17
11535,Cebando,0,1,Brimstone,17,17,13,0,2,0,215.43,vct-challengers,LAS,0.74,0.98
11536,NicoMachine,0,1,Raze,16,17,3,2,5,0,210.7,vct-challengers,LAS,0.7,0.47
11538,tinchoff,0,1,Sage,12,13,9,0,2,0,114.04,vct-challengers,LAS,0.52,0.77
11547,BanhMj,1,0,Cypher,16,17,1,2,1,0,208.55,vct-challengers,VN,0.73,0.83
11580,GGHuiii,1,0,Jett,20,15,2,3,5,2,222.52,vct-challengers,SEA,0.87,0.81
11581,CHIMEI,1,0,KAY/O,19,18,19,3,0,0,277.0,vct-challengers,SEA,0.83,0.75
11582,Kiuuuu,1,0,Astra,13,18,4,2,1,0,162.17,vct-challengers,SEA,0.57,0.59
11583,Hypathor,1,0,Sova,17,15,6,2,2,1,194.91,vct-challengers,SEA,0.74,0.89
11584,coconut,1,0,Viper,18,17,4,4,1,0,229.65,vct-challengers,SEA,0.78,0.78
11610,venka2cold,0,1,Jett,10,15,4,1,3,0,216.0,vct-challengers,INTL,0.67,0.62
11620,PinOcChiOs,0,1,KAY/O,6,13,6,0,4,0,111.68,vct-challengers,SEA,0.32,0.43
11621,Changeeee,0,1,Jett,6,14,4,2,7,0,107.53,vct-challengers,SEA,0.32,0.32
11623,Acetics,0,1,Sova,9,12,5,2,1,0,132.16,vct-challengers,SEA,0.47,0.35
11624,Chainyyy,0,1,Killjoy,10,12,3,0,0,0,169.89,vct-challengers,SEA,0.53,0.78
11635,Zander,1,0,Omen,13,8,14,2,2,1,233.67,vct-challengers,NA,0.87,0.38
11636,koalanoob,1,0,Jett,20,7,2,5,1,0,348.93,vct-challengers,NA,1.33,0.89
11637,NiSMO,1,0,Breach,17,6,4,2,0,2,288.53,vct-challengers,NA,1.13,0.65
11638,eeiu,1,0,Sova,11,6,4,1,1,0,205.27,vct-international,NA,0.73,0.73
11639,johnqt,1,0,Killjoy,9,7,3,0,1,0,152.33,vct-international,NA,0.6,0.64
11640,YanLi,1,0,Breach,17,16,14,1,2,1,202.46,vct-challengers,SEA,0.71,0.54
11641,ChiaWei,1,0,Sova,25,14,9,2,2,0,274.92,vct-challengers,SEA,1.04,0.96
11642,Ra1ny,1,0,Killjoy,18,12,4,0,3,1,198.83,vct-challengers,SEA,0.75,0.52
11643,XyuS,1,0,Jett,15,18,12,6,3,0,210.79,vct-challengers,SEA,0.62,0.73
11644,W1nner,1,0,Omen,14,17,10,2,3,0,161.29,vct-challengers,SEA,0.58,0.58
11660,feqew,1,0,Jett,17,11,2,7,2,1,271.06,vct-international,EMEA,1.06,0.81
11661,caydeN,1,0,Sova,10,6,7,0,1,2,158.56,vct-challengers,EMEA,0.62,0.98
11662,WACKIE,1,0,Cypher,19,9,3,1,0,1,311.5,vct-challengers,EMEA,1.19,0.78
11663,Tag,1,0,Breach,8,9,13,1,0,0,186.25,vct-challengers,EMEA,0.5,0.38
